image,mask,frame,phase
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,3,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,4,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,5,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,6,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,7,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,8,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,9,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,10,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,11,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,12,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,13,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,14,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,15,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,16,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,17,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,18,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,19,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,20,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,21,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,22,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,23,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,24,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,25,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,26,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,27,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,28,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,29,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,30,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,31,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,32,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,33,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,34,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,35,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,36,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,37,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,38,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,39,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,40,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,41,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,42,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,43,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,44,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,45,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,46,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,47,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,48,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,49,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,50,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,51,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,52,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,53,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,54,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,55,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,56,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,57,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,58,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,59,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,60,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,61,val
.\data\Patient_5\Images\I0000016.tif,.\data\Patient_5\Masks\I0000016.labels.tif,62,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,0,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,1,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,2,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,3,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,4,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,5,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,6,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,7,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,8,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,9,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,10,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,11,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,12,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,13,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,14,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,15,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,16,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,17,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,18,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,19,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,20,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,21,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,22,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,23,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,24,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,25,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,26,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,27,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,28,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,29,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,30,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,31,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,32,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,33,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,34,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,35,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,36,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,37,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,38,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,39,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,40,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,41,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,42,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,43,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,44,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,45,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,46,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,47,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,48,val
.\data\Patient_5\Images\I0000018.tif,.\data\Patient_5\Masks\I0000018.labels.tif,49,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,0,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,1,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,2,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,3,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,4,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,5,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,6,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,7,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,8,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,9,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,10,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,11,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,12,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,13,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,14,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,15,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,16,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,17,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,18,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,19,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,20,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,21,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,22,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,23,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,24,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,25,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,26,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,27,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,28,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,29,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,30,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,31,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,32,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,33,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,34,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,35,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,36,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,37,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,38,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,39,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,40,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,41,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,42,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,43,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,44,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,45,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,46,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,47,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,48,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,49,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,50,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,51,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,52,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,53,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,54,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,55,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,56,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,57,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,58,val
.\data\Patient_9\Images\I0000007.tif,.\data\Patient_9\Masks\I0000007.labels.tif,59,val
